marka,seri,model,yıl,km,vites,yakıt,kasa_tipi,motor_hacmi,motor_gücü,çekiş,fiyat
Volkswagen,Golf,1.6 GL,1997,272000,Düz,LPG & Benzin,Hatchback/5,1595,75,Önden Çekiş,139000
Volkswagen,Jetta,1.6 TDi Highline,2013,240000,Yarı Otomatik,Dizel,Sedan,1598,105,Önden Çekiş,495000
Volkswagen,Jetta,1.6 TDi Trendline,2015,83000,Yarı Otomatik,Dizel,Sedan,1598,105,Önden Çekiş,565900
Volkswagen,Golf,1.6 FSi Comfortline,2005,237000,Düz,LPG & Benzin,Hatchback/5,1598,115,Önden Çekiş,310000
Volkswagen,Jetta,1.6 TDi Trendline,2015,151000,Düz,Dizel,Sedan,1598,105,Önden Çekiş,510000
Volkswagen,Jetta,1.6 FSi Midline,2006,208000,Düz,Benzin,Sedan,1598,115,Önden Çekiş,337000
Volkswagen,Polo,1.2 TDi BlueMotion,2014,174000,Düz,Dizel,Hatchback/3,1199,75,Önden Çekiş,333000
Volkswagen,Passat,1.6 FSi Comfortline,2006,236000,Düz,LPG & Benzin,Sedan,1598,115,Önden Çekiş,335000
Volkswagen,Golf,1.6 Tour,2008,257000,Düz,LPG & Benzin,Hatchback/5,1595,102,Önden Çekiş,310000
Volkswagen,Jetta,1.4 TSi Highline,2012,190000,Düz,LPG & Benzin,Sedan,1390,122,Önden Çekiş,470000
Volkswagen,Bora,1.6 Pacific,2004,242500,Düz,LPG & Benzin,Sedan,1595,105,Önden Çekiş,260000
Volkswagen,Golf,1.6 TDi BlueMotion Comfortline,2017,40000,Yarı Otomatik,Dizel,Hatchback/5,1598,110,Önden Çekiş,670000
Volkswagen,Polo,1.4 TDi Trendline,2007,225000,Düz,Dizel,Hatchback/5,1422,70,Önden Çekiş,255000
Volkswagen,Passat,1.6 FSi Comfortline,2007,232000,Düz,LPG & Benzin,Sedan,1598,115,Önden Çekiş,335000
Volkswagen,Polo,1.2 TDi Trendline,2013,234000,Düz,Dizel,Hatchback/5,1199,75,Önden Çekiş,276500
Volkswagen,Golf,1.6 Comfortline,1998,420000,Düz,LPG & Benzin,Hatchback/5,1500,113,Önden Çekiş,175750
Volkswagen,Bora,1.6 Trendline,2001,264000,Düz,LPG & Benzin,Sedan,1595,105,Önden Çekiş,265000
Volkswagen,Jetta,1.6 TDi Comfortline,2014,153500,Düz,Dizel,Sedan,1598,105,Önden Çekiş,515000
Volkswagen,Jetta,1.2 TSi BlueMotion Trendline,2017,63500,Düz,Benzin,Sedan,1197,105,Önden Çekiş,505000
Volkswagen,Polo,1.2 TDi Trendline,2012,200000,Düz,Dizel,Hatchback/5,1199,75,Önden Çekiş,315000
Volkswagen,Passat,1.6 TDi BlueMotion Highline,2015,168500,Yarı Otomatik,Dizel,Sedan,1598,120,Önden Çekiş,773000
Volkswagen,Jetta,1.4 TSi Highline,2012,192000,Düz,Benzin,Sedan,1390,122,Önden Çekiş,485000
Volkswagen,Passat,2.0 TDi Comfortline,2009,397000,Yarı Otomatik,Dizel,Sedan,1968,170,Önden Çekiş,359000
Volkswagen,Golf,1.2 TSi Comfortline,2014,95000,Düz,Benzin,Hatchback/5,1197,105,Önden Çekiş,520000
Volkswagen,VW CC,1.4 TSi,2013,146000,Yarı Otomatik,Benzin,Coupe,1390,160,Önden Çekiş,545000
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2015,170000,Yarı Otomatik,Dizel,Sedan,1598,120,Önden Çekiş,700000
Volkswagen,Polo,1.0 Comfortline,2018,34000,Yarı Otomatik,Benzin,Hatchback/5,999,95,Önden Çekiş,610000
Volkswagen,Passat,1.4 TSi BlueMotion Comfortline,2015,80900,Düz,Benzin,Sedan,1395,125,Önden Çekiş,667500
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2014,41000,Yarı Otomatik,Dizel,Sedan,1598,105,Önden Çekiş,820000
Volkswagen,Polo,1.0 Highline,2018,47000,Yarı Otomatik,Benzin,Hatchback/5,999,95,Önden Çekiş,623000
Volkswagen,Polo,1.6 Classic,1997,265000,Düz,LPG & Benzin,Sedan,1595,100,Önden Çekiş,185000
Volkswagen,Polo,1.6,1996,256000,Düz,LPG & Benzin,Hatchback/5,1598,75,Önden Çekiş,153000
Volkswagen,Jetta,1.6 Primeline,2010,310000,Otomatik,LPG & Benzin,Sedan,1595,102,Önden Çekiş,297500
Volkswagen,Jetta,1.4 TSi BlueMotion Comfortline,2015,88000,Düz,Benzin,Sedan,1395,125,Önden Çekiş,540000
Volkswagen,Polo,1.2 TDi BlueMotion,2013,84000,Düz,Dizel,Hatchback/5,1199,75,Önden Çekiş,358000
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2014,180000,Yarı Otomatik,Dizel,Sedan,1598,120,Önden Çekiş,590000
Volkswagen,Passat,1.6 TDi BlueMotion Highline,2015,189000,Yarı Otomatik,Dizel,Sedan,1598,120,Önden Çekiş,860000
Volkswagen,Jetta,1.6 Midline,2010,212000,Otomatik,LPG & Benzin,Sedan,1595,102,Önden Çekiş,333250
Volkswagen,Polo,1.4 TDi Trendline,2014,237000,Düz,Dizel,Hatchback/5,1422,75,Önden Çekiş,315000
Volkswagen,Passat,1.6 TDi BlueMotion Highline,2017,35500,Yarı Otomatik,Dizel,Sedan,1598,120,Önden Çekiş,1295000
Volkswagen,Golf,1.4 TSi Comfortline,2010,179600,Düz,Benzin,Hatchback/5,1390,122,Önden Çekiş,372500
Volkswagen,Golf,1.4 TSi Comfortline,2016,122000,Düz,Benzin,Hatchback/5,1395,125,Önden Çekiş,530000
Volkswagen,Passat,2.0 FSi Comfortline,2005,275000,Düz,Benzin,Sedan,1984,150,4WD (Sürekli),295000
Volkswagen,Jetta,1.4 TSi BlueMotion Comfortline,2016,72000,Yarı Otomatik,Benzin,Sedan,1395,125,Önden Çekiş,640000
Volkswagen,Polo,1.4 Comfortline,2011,117000,Düz,LPG & Benzin,Hatchback/5,1390,85,Önden Çekiş,340000
Volkswagen,Passat,1.6 FSi Comfortline,2005,257000,Düz,LPG & Benzin,Sedan,1598,115,Önden Çekiş,300000
Volkswagen,Polo,1.4 TDi Comfortline,2014,28000,Düz,Dizel,Hatchback/5,1422,90,Önden Çekiş,443500
Volkswagen,Jetta,1.6 TDi Highline,2011,196000,Yarı Otomatik,Dizel,Sedan,1598,105,Önden Çekiş,457000
Volkswagen,Golf,1.6 TDi BlueMotion Comfortline,2015,140000,Yarı Otomatik,Dizel,Hatchback/5,1598,110,Önden Çekiş,615750
Volkswagen,Golf,1.6 TDi BlueMotion Comfortline,2012,268000,Yarı Otomatik,Dizel,Hatchback/5,1598,105,Önden Çekiş,420000
Volkswagen,Bora,1.6 Comfortline,2000,298000,Düz,LPG & Benzin,Sedan,1595,105,Önden Çekiş,257500
Volkswagen,Golf,1.6 TDi Comfortline,2010,190000,Yarı Otomatik,Dizel,Hatchback/5,1598,105,Önden Çekiş,410000
Volkswagen,Polo,1.4 Comfortline,2012,91450,Düz,Benzin,Hatchback/3,1390,80,Önden Çekiş,394900
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2012,153000,Düz,Dizel,Sedan,1598,105,Önden Çekiş,465000
Volkswagen,Jetta,1.2 TSi BlueMotion Comfortline,2017,118000,Yarı Otomatik,Benzin,Sedan,1197,105,Önden Çekiş,563500
Volkswagen,Jetta,1.4 TSi Comfortline,2008,288000,Yarı Otomatik,Benzin,Sedan,1390,140,Önden Çekiş,313250
Volkswagen,Golf,1.9 TDi,1998,257000,Düz,Dizel,Hatchback/5,1896,90,Önden Çekiş,161000
Volkswagen,Polo,1.6 TDi Comfortline,2012,154000,Yarı Otomatik,Dizel,Hatchback/5,1598,90,Önden Çekiş,407500
Volkswagen,Polo,1.6 TDi Comfortline,2012,150000,Yarı Otomatik,Dizel,Hatchback/5,1598,90,Önden Çekiş,407500
Volkswagen,Golf,1.2 TSi Comfortline,2013,68000,Yarı Otomatik,Benzin,Hatchback/5,1197,105,Önden Çekiş,593000
Volkswagen,Passat,1.8 T Comfortline,1999,305000,Düz,Benzin,Sedan,1781,150,Önden Çekiş,200000
Volkswagen,Polo,1.4 TDi Trendline,2006,254000,Düz,Dizel,Hatchback/5,1422,80,Önden Çekiş,195000
Volkswagen,Jetta,1.6 Tour,2009,245000,Düz,LPG & Benzin,Sedan,1595,102,Önden Çekiş,325000
Volkswagen,Polo,1.4 TDi Comfortline,2014,145000,Yarı Otomatik,Dizel,Hatchback/5,1422,90,Önden Çekiş,405750
Volkswagen,Bora,1.6 Pacific,2004,134000,Düz,LPG & Benzin,Sedan,1595,105,Önden Çekiş,320000
Volkswagen,Passat,1.6 TDi BlueMotion Highline,2018,118000,Yarı Otomatik,Dizel,Sedan,1598,120,Önden Çekiş,1035000
Volkswagen,Polo,1.2 TDi Trendline,2014,106287,Düz,Dizel,Hatchback/5,1199,75,Önden Çekiş,375000
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2016,170350,Yarı Otomatik,Dizel,Sedan,1598,120,Önden Çekiş,725000
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2018,106000,Yarı Otomatik,Dizel,Sedan,1598,120,Önden Çekiş,855000
Volkswagen,Golf,1.6 Comfortline,1999,310000,Düz,LPG & Benzin,Hatchback/3,1595,101,Önden Çekiş,231750
Volkswagen,Jetta,1.6 Comfortline,2007,252000,Düz,LPG & Benzin,Sedan,1595,102,Önden Çekiş,255000
Volkswagen,Polo,1.4 Trendline,2000,240000,Düz,LPG & Benzin,Hatchback/5,1390,100,Önden Çekiş,210000
Volkswagen,Jetta,1.6 TDi Trendline,2013,246800,Düz,Dizel,Sedan,1598,105,Önden Çekiş,354900
Volkswagen,Scirocco,1.4 TSi Sportline,2009,222000,Düz,Benzin,Coupe,1390,122,Önden Çekiş,320000
Volkswagen,Jetta,1.6 TDi Trendline,2014,197500,Düz,Dizel,Sedan,1598,105,Önden Çekiş,398000
Volkswagen,Golf,1.6 TDi BlueMotion Comfortline,2017,97000,Yarı Otomatik,Dizel,Hatchback/5,1598,115,Önden Çekiş,659750
Volkswagen,Jetta,1.2 TSi BlueMotion Comfortline,2015,116134,Düz,Benzin,Sedan,1197,105,Önden Çekiş,485000
Volkswagen,Golf,1.9 TDi Comfortline,2001,236000,Otomatik,Dizel,Hatchback/5,1896,90,Önden Çekiş,263000
Volkswagen,Bora,1.6 Pacific,2003,224700,Otomatik,LPG & Benzin,Sedan,1595,102,Önden Çekiş,255000
Volkswagen,Polo,1.4 Basicline,2004,257000,Düz,LPG & Benzin,Hatchback/5,1390,75,Önden Çekiş,228000
Volkswagen,Passat,1.6 TDi BlueMotion Elegance,2020,27899,Yarı Otomatik,Dizel,Sedan,1598,120,Önden Çekiş,1385000
Volkswagen,Polo,1.2 TDi Trendline,2012,266500,Düz,Dizel,Hatchback/5,1199,75,Önden Çekiş,272500
Volkswagen,Polo,1.4 Comfortline,2000,264000,Düz,LPG & Benzin,Hatchback/5,1390,75,Önden Çekiş,170000
Volkswagen,Polo,1.6 Comfortline Classic,2000,227000,Düz,LPG & Benzin,Sedan,1595,100,Önden Çekiş,165000
Volkswagen,Golf,1.4 TSi Highline,2011,130000,Düz,Benzin,Hatchback/5,1390,122,Önden Çekiş,477750
Volkswagen,Bora,1.6 Comfortline,2001,239799,Otomatik,LPG & Benzin,Sedan,1595,102,Önden Çekiş,245000
Volkswagen,Polo,1.4 Chrome Edition,2014,67000,Düz,Benzin,Hatchback/5,1390,85,Önden Çekiş,364500
Volkswagen,Golf,1.4 TSi Pulse,2012,116000,Düz,Benzin,Hatchback/5,1390,122,Önden Çekiş,430000
Volkswagen,VW CC,1.4 TSi,2013,90000,Yarı Otomatik,Benzin,Coupe,1390,160,Önden Çekiş,585000
Volkswagen,Passat,1.8 T Highline,1997,249000,Düz,LPG & Benzin,Sedan,1781,150,Önden Çekiş,165000
Volkswagen,Golf,1.6 Comfortline,2000,382000,Düz,Benzin,Hatchback/3,1595,105,Önden Çekiş,215000
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2013,239000,Yarı Otomatik,Dizel,Sedan,1598,105,Önden Çekiş,495000
Volkswagen,Bora,1.6 Pacific,2003,250000,Otomatik,LPG & Benzin,Sedan,1595,102,Önden Çekiş,248500
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2015,219000,Yarı Otomatik,Dizel,Sedan,1598,120,Önden Çekiş,750000
Volkswagen,Passat,1.4 TSi Trendline,2010,30800,Düz,Benzin,Sedan,1390,122,Önden Çekiş,510000
Volkswagen,Jetta,1.2 TSi BlueMotion Comfortline,2016,136000,Yarı Otomatik,Benzin,Sedan,1197,105,Önden Çekiş,564000
Volkswagen,Jetta,1.2 TSi Trendline,2013,117000,Yarı Otomatik,Benzin,Sedan,1197,105,Önden Çekiş,461000
Volkswagen,Jetta,1.6 TDi Highline,2012,199750,Yarı Otomatik,Dizel,Sedan,1598,105,Önden Çekiş,475000
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2014,191000,Düz,Dizel,Sedan,1598,105,Önden Çekiş,479000
Volkswagen,Golf,1.6 TDi BlueMotion Comfortline,2013,214000,Yarı Otomatik,Dizel,Hatchback/5,1598,105,Önden Çekiş,475000
Volkswagen,VW CC,1.4 TSi,2013,145000,Yarı Otomatik,LPG & Benzin,Coupe,1390,160,Önden Çekiş,680000
Volkswagen,VW CC,1.4 TSi,2015,149000,Yarı Otomatik,LPG & Benzin,Coupe,1390,160,Önden Çekiş,549000
Volkswagen,Polo,1.2 TDi Trendline,2012,152000,Düz,Dizel,Hatchback/5,1199,75,Önden Çekiş,355000
Volkswagen,Jetta,1.2 TSi Comfortline,2015,80500,Düz,Benzin,Sedan,1197,105,Önden Çekiş,600000
Volkswagen,Passat,1.4 TSi BlueMotion Comfortline,2017,115000,Yarı Otomatik,Benzin,Sedan,1395,125,Önden Çekiş,915000
Volkswagen,Polo,1.2 TDi Trendline,2014,155000,Düz,Dizel,Hatchback/5,1199,75,Önden Çekiş,324000
Volkswagen,Golf,1.6 Pacific,2004,230000,Otomatik,LPG & Benzin,Hatchback/5,1595,102,Önden Çekiş,254000
Volkswagen,VW CC,2.0 TDi 2.0 TDI,2009,276000,Yarı Otomatik,Dizel,Coupe,1968,170,Önden Çekiş,510000
Volkswagen,Golf,1.4 TSi Comfortline,2009,230000,Yarı Otomatik,LPG & Benzin,Hatchback/5,1390,122,Önden Çekiş,283750
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2016,134000,Yarı Otomatik,Dizel,Sedan,1598,120,Önden Çekiş,855000
Volkswagen,Passat,1.5 TSi Elegance,2020,44000,Yarı Otomatik,Benzin,Sedan,1498,150,Önden Çekiş,1319000
Volkswagen,Polo,1.4 Comfortline,2012,175500,Düz,Benzin,Hatchback/5,1390,85,Önden Çekiş,350000
Volkswagen,Passat,2.0 FSi Comfortline,2008,245000,Otomatik,LPG & Benzin,Sedan,1984,150,Önden Çekiş,357000
Volkswagen,VW CC,1.4 TSi,2016,118500,Yarı Otomatik,Benzin,Coupe,1395,150,Önden Çekiş,815000
Volkswagen,Golf,1.6,1997,269000,Düz,Benzin,Hatchback/5,1598,100,Önden Çekiş,150000
Volkswagen,Passat,2.0 TDi BlueMotion Highline,2013,255000,Yarı Otomatik,Dizel,Sedan,1968,177,Önden Çekiş,598000
Volkswagen,Passat,1.4 TSi BlueMotion Comfortline,2013,189000,Yarı Otomatik,Benzin,Sedan,1390,122,Önden Çekiş,512000
Volkswagen,Polo,1.4 TDi Comfortline,2017,91000,Yarı Otomatik,Dizel,Hatchback/5,1422,90,Önden Çekiş,510000
Volkswagen,Polo,1.4 TDi Comfortline,2016,82000,Düz,Dizel,Hatchback/5,1422,90,Önden Çekiş,384750
Volkswagen,Scirocco,1.4 TSi Sportline,2012,147000,Yarı Otomatik,Benzin,Coupe,1390,160,Önden Çekiş,405000
Volkswagen,Golf,1.6 TDi BlueMotion Comfortline,2017,72000,Yarı Otomatik,Dizel,Hatchback/5,1598,115,Önden Çekiş,715000
Volkswagen,Golf,1.6 Comfortline,2004,305000,Düz,LPG & Benzin,Hatchback/5,1500,113,Önden Çekiş,275000
Volkswagen,Passat,1.6 TDi BlueMotion Business,2019,47697,Yarı Otomatik,Dizel,Station wagon,1598,120,Önden Çekiş,1065000
Volkswagen,Golf,1.4 TSi Midline,2008,192000,Düz,LPG & Benzin,Hatchback/5,1390,140,Önden Çekiş,315000
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2018,200000,Yarı Otomatik,Dizel,Sedan,1598,120,Önden Çekiş,890000
Volkswagen,Golf,1.6 TDi BlueMotion Comfortline,2019,132000,Yarı Otomatik,Dizel,Hatchback/5,1598,115,Önden Çekiş,650000
Volkswagen,Polo,1.4 Trendline,2006,180000,Otomatik,LPG & Benzin,Hatchback/5,1390,75,Önden Çekiş,315000
Volkswagen,Polo,1.2 TDi Trendline,2011,143500,Düz,Dizel,Hatchback/5,1199,75,Önden Çekiş,349750
Volkswagen,Passat,1.6 TDi BlueMotion Trendline,2015,134000,Düz,Dizel,Sedan,1598,120,Önden Çekiş,715000
Volkswagen,Jetta,1.6 TDi Trendline,2011,242000,Düz,Dizel,Sedan,1598,105,Önden Çekiş,357500
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2013,227000,Yarı Otomatik,Dizel,Sedan,1598,105,Önden Çekiş,540000
Volkswagen,Golf,1.2 TSi Comfortline,2015,82000,Yarı Otomatik,Benzin,Hatchback/5,1197,105,Önden Çekiş,585000
Volkswagen,Polo,1.6 TDi Comfortline,2018,95000,Yarı Otomatik,Dizel,Hatchback/5,1598,95,Önden Çekiş,563900
Volkswagen,Polo,1.4 Trendline,2006,133500,Otomatik,LPG & Benzin,Hatchback/5,1390,75,Önden Çekiş,357500
Volkswagen,Passat,1.9 TDi Comfortline,2003,345000,Düz,Dizel,Sedan,1896,130,Önden Çekiş,255000
Volkswagen,Polo,1.2 TSi Comfortline,2015,147500,Düz,Benzin,Hatchback/5,1197,90,Önden Çekiş,415000
Volkswagen,Passat,1.6 TDi BlueMotion R Line,2017,28500,Yarı Otomatik,Dizel,Sedan,1598,120,Önden Çekiş,1400000
Volkswagen,Golf,1.6 TDi BlueMotion Comfortline,2015,128000,Yarı Otomatik,Dizel,Hatchback/5,1598,105,Önden Çekiş,592750
Volkswagen,Golf,1.4 TSi Trendline,2010,204000,Düz,Benzin,Hatchback/5,1390,122,Önden Çekiş,330000
Volkswagen,Golf,1.6 TDi Comfortline,2011,246000,Düz,Dizel,Hatchback/5,1598,105,Önden Çekiş,385000
Volkswagen,Golf,1.6 Comfortline,1998,330000,Düz,LPG & Benzin,Hatchback/5,1595,101,Önden Çekiş,225000
Volkswagen,Jetta,1.6 TDi Comfortline,2011,260000,Yarı Otomatik,Dizel,Sedan,1598,105,Önden Çekiş,420000
Volkswagen,Golf,1.6,2001,230000,Otomatik,Benzin,Station wagon,1595,101,Önden Çekiş,210000
Volkswagen,Polo,1.4 Comfortline,2004,275000,Düz,LPG & Benzin,Hatchback/3,1390,75,Önden Çekiş,219500
Volkswagen,Passat,1.4 TSi BlueMotion Trendline,2017,42950,Düz,Benzin,Sedan,1395,125,Önden Çekiş,665500
Volkswagen,Jetta,1.6 Comfortline,2008,330000,Düz,LPG & Benzin,Sedan,1595,102,Önden Çekiş,320000
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2012,185000,Yarı Otomatik,Dizel,Sedan,1598,105,Önden Çekiş,525000
Volkswagen,Passat,1.6 TDi BlueMotion Trendline,2011,305000,Düz,Dizel,Sedan,1598,105,Önden Çekiş,340000
Volkswagen,Polo,1.6 TDi Comfortline,2011,232000,Düz,Dizel,Hatchback/5,1598,90,Önden Çekiş,320000
Volkswagen,Passat,1.4 TSi BlueMotion Comfortline,2016,118000,Düz,Benzin,Sedan,1395,125,Önden Çekiş,725000
Volkswagen,Polo,1.2 TDi BlueMotion,2013,116500,Düz,Dizel,Hatchback/5,1199,75,Önden Çekiş,364000
Volkswagen,Passat,1.4 TSi BlueMotion Comfortline,2018,47200,Yarı Otomatik,Benzin,Sedan,1395,125,Önden Çekiş,960000
Volkswagen,Polo,1.4 TDi Trendline,2008,286500,Düz,Dizel,Hatchback/5,1422,75,Önden Çekiş,224900
Volkswagen,Polo,1.4 TDi Comfortline,2015,175000,Yarı Otomatik,Dizel,Hatchback/5,1422,90,Önden Çekiş,440000
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2012,130000,Düz,Dizel,Sedan,1598,105,Önden Çekiş,574750
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2015,78000,Yarı Otomatik,Dizel,Sedan,1598,120,Önden Çekiş,835000
Volkswagen,Passat,1.9 TDi Comfortline,2003,300000,Otomatik,Dizel,Sedan,1896,130,Önden Çekiş,285000
Volkswagen,Passat,1.4 TSi BlueMotion Trendline,2017,149000,Düz,Benzin,Sedan,1395,125,Önden Çekiş,625000
Volkswagen,Golf,1.8 Highline,1999,330000,Düz,LPG & Benzin,Hatchback/5,1781,125,Önden Çekiş,157500
Volkswagen,Jetta,1.6 TDi Comfortline,2011,270000,Düz,Dizel,Sedan,1598,105,Önden Çekiş,255000
Volkswagen,Polo,1.4 Comfortline,2005,402000,Düz,LPG & Benzin,Hatchback/5,1390,100,Önden Çekiş,197500
Volkswagen,Polo,1.6,1999,239000,Otomatik,LPG & Benzin,Hatchback/5,1598,75,Önden Çekiş,160000
Volkswagen,Jetta,1.4 TSi Midline,2009,145000,Yarı Otomatik,Benzin,Sedan,1390,122,Önden Çekiş,335000
Volkswagen,Golf,1.6 TDi BlueMotion Comfortline,2017,67000,Yarı Otomatik,Dizel,Hatchback/5,1598,115,Önden Çekiş,659000
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2018,113000,Yarı Otomatik,Dizel,Sedan,1598,120,Önden Çekiş,872000
Volkswagen,Jetta,1.6 TDi Trendline,2011,199000,Düz,Dizel,Sedan,1598,105,Önden Çekiş,339000
Volkswagen,Jetta,1.6 TDi Midline,2010,206000,Yarı Otomatik,Dizel,Sedan,1598,105,Önden Çekiş,360000
Volkswagen,Jetta,1.4 TSi BlueMotion Comfortline,2016,97000,Yarı Otomatik,Benzin,Sedan,1395,125,Önden Çekiş,605750
Volkswagen,Passat,2.0 TDi BlueMotion Highline,2018,157000,Yarı Otomatik,Dizel,Sedan,1968,150,Önden Çekiş,965000
Volkswagen,Polo,1.4 Tour,2009,193000,Otomatik,LPG & Benzin,Hatchback/5,1390,80,Önden Çekiş,380000
Volkswagen,Golf,1.6 TDi BlueMotion Comfortline,2018,192000,Yarı Otomatik,Dizel,Hatchback/5,1598,115,Önden Çekiş,607500
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2013,315000,Yarı Otomatik,Dizel,Station wagon,1598,105,Önden Çekiş,445000
Volkswagen,Golf,1.4 TSi Comfortline,2016,131000,Yarı Otomatik,Benzin,Hatchback/5,1395,125,Önden Çekiş,627000
Volkswagen,Golf,1.0 eTSI Style,2022,6001,Otomatik,Hibrit,Hatchback/5,1200,113,Önden Çekiş,1075000
Volkswagen,Polo,1.4 Comfortline,2013,142000,Yarı Otomatik,Benzin,Hatchback/5,1390,85,Önden Çekiş,426500
Volkswagen,Jetta,1.6 TDi Exclusive,2010,280000,Yarı Otomatik,Dizel,Sedan,1598,105,Önden Çekiş,345000
Volkswagen,Passat,1.9 TDi Trendline,2001,307000,Düz,Dizel,Sedan,1896,130,Önden Çekiş,260000
Volkswagen,Passat,2.0 TDi BlueMotion Highline,2015,220000,Yarı Otomatik,Dizel,Sedan,1968,150,Önden Çekiş,810000
Volkswagen,Golf,1.6 TDi BlueMotion Comfortline,2017,80000,Yarı Otomatik,Dizel,Hatchback/5,1598,115,Önden Çekiş,699900
Volkswagen,Jetta,1.6 TDi Comfortline,2015,235000,Yarı Otomatik,Dizel,Sedan,1598,105,Önden Çekiş,585000
Volkswagen,Jetta,1.2 TSi Trendline,2014,108000,Düz,Benzin,Sedan,1197,105,Önden Çekiş,440000
Volkswagen,Golf,1.6 TDi BlueMotion Comfortline,2017,162000,Yarı Otomatik,Dizel,Hatchback/5,1598,115,Önden Çekiş,595000
Volkswagen,Polo,1.6 Sportline,1998,172000,Düz,LPG & Benzin,Station wagon,1595,100,Önden Çekiş,150000
Volkswagen,Passat,1.6 TDi BlueMotion Impression,2019,74000,Yarı Otomatik,Dizel,Sedan,1598,120,Önden Çekiş,883000
Volkswagen,Polo,1.6 Comfortline Classic,2000,232000,Düz,LPG & Benzin,Sedan,1595,100,Önden Çekiş,187000
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2018,90000,Yarı Otomatik,Dizel,Sedan,1598,120,Önden Çekiş,920000
Volkswagen,Golf,1.6 TDi BlueMotion Comfortline,2015,172000,Yarı Otomatik,Dizel,Hatchback/5,1598,110,Önden Çekiş,560000
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2016,111500,Yarı Otomatik,Dizel,Sedan,1598,120,Önden Çekiş,765000
Volkswagen,Jetta,1.2 TSi BlueMotion Comfortline,2016,85000,Yarı Otomatik,Benzin,Sedan,1197,105,Önden Çekiş,589900
Volkswagen,Passat,1.8 T Highline,1997,350000,Düz,LPG & Benzin,Sedan,1781,150,Önden Çekiş,225000
Volkswagen,Polo,1.6,1998,305000,Düz,LPG & Benzin,Hatchback/5,1598,75,Önden Çekiş,145000
Volkswagen,Polo,1.4 Comfortline,2001,180000,Düz,LPG & Benzin,Hatchback/5,1390,60,Önden Çekiş,218500
Volkswagen,Bora,1.6 Pacific,2004,260000,Düz,LPG & Benzin,Sedan,1595,105,Önden Çekiş,227000
Volkswagen,Golf,1.6 Comfortline,2000,236393,Düz,LPG & Benzin,Hatchback/5,1595,101,Önden Çekiş,265000
Volkswagen,Bora,1.6 Trendline,2002,158000,Düz,LPG & Benzin,Sedan,1595,105,Önden Çekiş,280000
Volkswagen,Bora,1.6 Comfortline,2004,204000,Otomatik,LPG & Benzin,Sedan,1595,102,Önden Çekiş,258750
Volkswagen,Golf,1.6 Midline,2006,201000,Düz,LPG & Benzin,Hatchback/5,1595,102,Önden Çekiş,320000
Volkswagen,Passat,1.8 T Highline,2000,340000,Düz,LPG & Benzin,Sedan,1781,150,Önden Çekiş,207500
Volkswagen,Jetta,1.6 TDi Primeline,2011,220000,Düz,Dizel,Sedan,1598,90,Önden Çekiş,330000
Volkswagen,Polo,1.6,1998,299000,Düz,LPG & Benzin,Hatchback/5,1598,75,Önden Çekiş,142500
Volkswagen,Golf,1.6 TDi BlueMotion Comfortline,2015,121000,Yarı Otomatik,Dizel,Hatchback/5,1598,110,Önden Çekiş,525000
Volkswagen,Passat,1.6 TDi BlueMotion Highline,2015,220000,Düz,Dizel,Sedan,1598,120,Önden Çekiş,750000
Volkswagen,Polo,1.2 TDi Trendline,2012,192000,Düz,Dizel,Hatchback/5,1199,75,Önden Çekiş,335000
Volkswagen,Polo,1.6 TDi Comfortline,2012,220000,Düz,Dizel,Hatchback/5,1598,90,Önden Çekiş,345000
Volkswagen,Golf,1.6 TDi Trendline,2010,219000,Düz,Dizel,Hatchback/5,1598,105,Önden Çekiş,340000
Volkswagen,Golf,1.6 TDi Trendline,2012,210000,Düz,Dizel,Hatchback/5,1598,105,Önden Çekiş,350000
Volkswagen,Bora,1.6 Basic,2000,250000,Düz,LPG & Benzin,Sedan,1595,105,Önden Çekiş,190000
Volkswagen,Jetta,1.6 FSi Comfortline,2006,260000,Düz,Benzin,Sedan,1598,115,Önden Çekiş,280000
Volkswagen,Polo,1.4 Comfortline,2012,120000,Düz,LPG & Benzin,Hatchback/5,1390,85,Önden Çekiş,255000
Volkswagen,Jetta,1.6 TDi Primeline,2010,270000,Düz,Dizel,Sedan,1598,105,Önden Çekiş,355000
